CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
1.053824607,0,8.139186,0,0.5379462,5.993163,29.29707,4.54268628,3.9996,310.0086,20.9979,390.64113,6.579342,23.32638
0.78412158,0,8.139186,0,0.5379462,6.048702,81.69183,4.29962742,3.9996,310.0086,20.9979,390.54015,14.668533,17.6715
0.802629729,0,8.139186,0,0.5379462,5.5094688,36.59634,3.8337057,3.9996,310.0086,20.9979,291.822102,11.688831,20.39796
0.72572742,0,8.139186,0,0.5379462,5.7831246,69.49305,3.8337057,3.9996,310.0086,20.9979,394.78131,11.278872,18.37836
1.251664821,0,8.139186,0,0.5379462,5.624586,98.09019,3.83511942,3.9996,310.0086,20.9979,380.260386,21.017898,13.73328
0.851954796,0,8.139186,0,0.5379462,6.023457,89.19108,4.05162054,3.9996,310.0086,20.9979,396.376794,13.828617,19.79208
1.232346753,0,8.139186,0,0.5379462,6.2021916,91.69083,4.01587362,3.9996,310.0086,20.9979,400.78962,18.718128,15.34896
0.988331157,0,8.139186,0,0.5379462,5.8699674,99.99,4.13533296,3.9996,310.0086,20.9979,398.406492,19.878012,14.6421
0.750184974,0,8.139186,0,0.5379462,5.9820552,94.09059,4.44271608,3.9996,310.0086,20.9979,398.194434,16.29837,15.75288
0.840455946,0,8.139186,0,0.5379462,5.6538702,85.69143,4.49825508,3.9996,310.0086,20.9979,306.393516,16.508349,14.03622
0.671842809,0,8.139186,0,0.5379462,5.8699674,90.29097,4.7278836,3.9996,310.0086,20.9979,380.573424,14.808519,16.76268
0.955674423,0,8.139186,0,0.5379462,6.1062606,88.79112,4.49704332,3.9996,310.0086,20.9979,309.382524,17.278272,14.94504
0.772912701,0,8.139186,0,0.5379462,6.558651,94.39056,4.49835606,3.9996,310.0086,20.9979,391.741812,12.79872,18.58032
1.002349755,0,8.139186,0,0.5379462,6.7394052,87.29127,4.2805422,3.9996,310.0086,20.9979,383.956254,11.978802,21.2058
1.130696919,0,8.139186,0,0.5379462,5.7689874,94.09059,4.2744834,3.9996,310.0086,20.9979,363.699666,22.59774,12.82446
1.354584528,0,8.139186,0,0.5379462,6.1315056,99.99,4.215915,3.9996,310.0086,20.9979,380.421954,13.038696,14.6421
1.387851201,0,8.139186,0,0.5379462,6.00831,81.9918,4.029102,3.9996,310.0086,20.9979,234.87948,27.707229,13.32936
1.151604828,0,8.139186,0,0.5379462,5.7568698,94.9905,3.82431456,3.9996,310.0086,20.9979,362.285946,18.348165,13.22838
1.612658718,0,8.139186,0,0.5379462,6.1557408,96.89031,3.79664604,3.9996,310.0086,20.9979,250.743438,20.337966,13.6323
0.064163583,0,5.959404,0,0.4989501,5.9911434,68.19318,3.39323094,4.9995,281.7342,19.19808,400.78962,0,19.08522
0.097430256,0,0,0,0.4989501,5.8982418,61.39386,3.41100342,4.9995,281.7342,19.19808,381.260088,11.408859,20.196
0.080131986,0,5.959404,0,0.4989501,5.90733,41.49585,3.97275516,4.9995,281.7342,19.19808,400.78962,8.769123,21.2058
0.175032495,0,5.959404,0,0.4989501,6.0244668,30.19698,3.88500354,4.9995,281.7342,19.19808,397.285614,10.128987,24.94206
0.027627237,75.735,2.949705,0,0.4279572,6.659631,21.79782,5.45403078,2.9997,254.4696,18.29817,399.507174,4.319568,31.10184
0.033586641,75.735,2.949705,0,0.4279572,7.0928352,15.79842,5.45403078,2.9997,254.4696,18.29817,399.497076,1.979802,35.24202
0.127427256,0,6.909309,0,0.4479552,6.836346,2.89971,5.77696482,2.9997,235.2834,17.89821,389.187018,4.839516,26.86068
0.14148585,0,6.909309,0,0.4479552,6.2294562,6.59934,5.77696482,2.9997,235.2834,17.89821,387.127026,5.809419,25.54794
0.159344064,0,6.909309,0,0.4479552,6.2718678,6.49935,5.77696482,2.9997,235.2834,17.89821,398.325708,7.439256,24.94206
0.122677731,0,6.909309,0,0.4479552,6.1284762,39.996,5.77696482,2.9997,235.2834,17.89821,393.206022,9.549045,21.40776
0.171402858,0,6.909309,0,0.4479552,5.7376836,33.79662,5.15038392,2.9997,235.2834,17.89821,400.78962,10.208979,19.48914
0.188341164,0,6.909309,0,0.4479552,5.8427028,33.29667,5.15038392,2.9997,235.2834,17.89821,400.78962,14.148585,20.196
0.229247073,0,0,0,0.4479552,6.089094,85.49145,5.74515612,2.9997,235.2834,17.89821,396.588852,18.79812,16.76268
0.253844613,0,6.909309,0,0.4479552,5.4519102,95.29047,5.927526,2.9997,235.2834,17.89821,400.78962,30.806919,14.54112
0.219748023,0,6.909309,0,0.4479552,5.6568996,61.9938,6.14735946,2.9997,235.2834,17.89821,400.78962,16.19838,19.59012
0.088721127,21.2058,5.639436,0,0.4389561,6.0214374,45.69543,6.88148406,3.9996,245.3814,16.79832,399.436488,13.448655,19.89306
0.043365663,21.2058,0,0,0.4389561,6.174927,62.9937,6.88148406,3.9996,245.3814,16.79832,397.830906,9.429057,20.7009
0.05359464,21.2058,5.639436,0,0.4389561,6.5748078,21.09789,6.88148406,3.9996,245.3814,16.79832,400.78962,5.279472,25.245
0,21.2058,5.639436,0,0.4389561,6.0567804,21.39786,6.88148406,3.9996,245.3814,16.79832,400.78962,8.429157,23.62932
0.01359864,75.735,3.9996,0,0.409959,5.9457024,47.59524,7.39143306,2.9997,473.5962,21.09789,400.78962,14.79852,19.08522
0.013108689,90.882,1.219878,0,0.4029597,7.3200402,21.89781,8.78182668,4.9995,228.2148,17.89821,399.810114,4.809519,35.74692
0.020547945,85.833,0.739926,0,0.409959,6.4455534,35.69643,9.27763848,1.9998,316.0674,17.29827,400.78962,5.769423,24.94206
0.014318568,100.98,1.319868,0,0.4109589,6.8827968,40.49595,8.40638304,4.9995,258.5088,15.09849,396.75042,3.949605,31.90968
0.154434555,25.245,5.129487,0,0.4529547,6.205221,29.19708,7.89138504,7.9992,286.7832,19.69803,394.508664,6.859314,23.52834
0.103269672,25.245,5.129487,0,0.4529547,5.9850846,47.19528,6.9999336,7.9992,286.7832,19.69803,400.78962,9.219078,19.79208
0.149305068,25.245,5.129487,0,0.4529547,5.7972618,66.19338,7.29620892,7.9992,286.7832,19.69803,398.982078,13.148685,18.88326
0.171692829,25.245,5.129487,0,0.4529547,6.0244668,93.39066,6.8853213,7.9992,286.7832,19.69803,381.785184,14.438556,16.1568
0.110258973,25.245,5.129487,0,0.4529547,6.5192688,67.79322,7.2963099,7.9992,286.7832,19.69803,400.78962,6.729327,22.41756
0.12648735,25.245,5.129487,0,0.4529547,6.8282676,43.39566,8.05911282,7.9992,286.7832,19.69803,399.456684,9.49905,25.245
0.019508049,17.6715,1.379862,0,0.41605839,7.1736192,59.49405,9.31328442,2.9997,218.1168,18.59814,397.093752,8.049195,33.3234
0.035836416,80.784,3.369663,0,0.3979602,6.351642,17.79822,6.6762927,3.9996,340.3026,16.09839,400.78962,4.669533,23.7303
0.043785621,80.784,3.369663,0,0.3979602,5.8437126,31.09689,6.6762927,3.9996,340.3026,16.09839,400.78962,10.238976,19.59012
0.057884211,12.6225,6.069393,0,0.4089591,5.9356044,21.39786,6.5616804,3.9996,348.381,18.89811,400.092858,8.09919,22.2156
0.135526446,12.6225,6.069393,0,0.4089591,5.6488212,36.79632,6.5616804,3.9996,348.381,18.89811,400.78962,13.088691,17.57052
0.128147184,12.6225,6.069393,0,0.4089591,5.942673,32.9967,6.5616804,3.9996,348.381,18.89811,400.78962,8.789121,21.10482
0.088251174,0,10.808919,0,0.4129587,6.4798866,6.59934,5.33911554,3.9996,307.989,19.19808,387.490554,6.719328,24.43716
0.158744124,0,10.808919,0,0.4129587,6.0194178,17.49825,5.33911554,3.9996,307.989,19.19808,380.634012,9.879012,21.91266
0.091630836,0,10.808919,0,0.4129587,6.124437,7.79922,5.33911554,3.9996,307.989,19.19808,394.740918,5.519448,23.02344
0.195370461,0,10.808919,0,0.4129587,6.306201,6.19938,5.33911554,3.9996,307.989,19.19808,380.866266,0,23.62932
0.078952104,0,12.828717,0,0.4369563,6.3344754,0,4.2931647,4.9995,401.9004,18.69813,398.790216,6.779322,24.33618
0.095110488,0,12.828717,0,0.4369563,6.3476028,44.9955,4.54672548,4.9995,401.9004,18.69813,386.985654,8.939106,21.60972
0.101519847,0,12.828717,0,0.4369563,6.3405342,74.49255,4.09191156,4.9995,401.9004,18.69813,377.321868,11.968803,20.196
0.087061293,0,12.828717,0,0.4369563,6.200172,45.79542,4.1305869,4.9995,401.9004,18.69813,390.752208,10.268973,21.00384
0.056454354,0,12.828717,0,0.4369563,6.2930736,53.69463,5.06323818,4.9995,401.9004,18.69813,390.18672,12.338766,21.40776
0.083861613,0,12.828717,0,0.4369563,5.9315652,36.59634,4.54672548,4.9995,401.9004,18.69813,399.941388,0,20.49894
0.041125887,25.245,4.859514,0,0.4259574,6.7929246,33.49665,5.45362686,3.9996,283.7538,18.9981,400.78962,5.289471,28.2744
0.044615538,25.245,4.859514,0,0.4259574,6.6838662,70.39296,5.45362686,3.9996,283.7538,18.9981,399.507174,7.219278,24.13422
0.036586341,25.245,4.859514,0,0.4259574,6.3637596,32.19678,5.45362686,3.9996,283.7538,18.9981,400.78962,6.719328,25.04304
0.035506449,25.245,4.859514,0,0.4259574,6.2274366,46.69533,5.45362686,3.9996,283.7538,18.9981,394.468272,7.509249,23.12442
0.050584941,0,4.489551,0,0.4489551,6.4516122,47.9952,4.82623812,2.9997,249.4206,18.49815,400.78962,9.619038,24.13422
0.057344265,0,4.489551,0,0.4489551,6.694974,56.09439,4.48118946,2.9997,249.4206,18.49815,396.14454,6.529347,26.86068
0.051874812,0,4.489551,0,0.4489551,6.073947,45.09549,4.47058656,2.9997,249.4206,18.49815,399.870702,12.858714,22.7205
0.071502849,0,4.489551,0,0.4489551,6.1809858,56.79432,3.78432648,2.9997,249.4206,18.49815,399.02247,0,22.41756
0.05659434,0,3.409659,0,0.4889511,7.0756686,86.29137,3.45523266,1.9998,272.646,17.79822,400.78962,5.49945,23.83128
0.053014698,0,3.409659,0,0.4889511,7.1483742,63.09369,3.4479621,1.9998,272.646,17.79822,399.941388,5.69943,28.98126
0.046835316,0,3.409659,0,0.4889511,6.4798866,66.09339,3.12260454,1.9998,272.646,17.79822,396.023364,8.809119,22.82148
0.039316068,0,3.409659,0,0.4889511,6.467769,73.89261,3.12240258,1.9998,272.646,17.79822,397.40679,8.19918,22.2156
0.042025797,0,15.038496,0,0.4639536,6.5051316,53.59464,3.70182582,3.9996,272.646,18.19818,398.881098,8.159184,23.12442
0.028747125,28.2744,15.038496,0,0.4639536,6.2718678,28.89711,3.70182582,3.9996,272.646,18.19818,400.214034,6.209379,25.245
0.042935706,28.2744,15.038496,0,0.4639536,6.3102402,77.29227,3.650427,3.9996,272.646,18.19818,400.78962,10.588941,20.80188
0.122027796,0,2.889711,0,0.4449555,6.689925,57.79422,3.52945296,1.9998,278.7048,17.9982,361.488204,6.649335,28.67832
0.115028496,0,2.889711,0,0.4449555,6.2233974,69.59304,3.52945296,1.9998,278.7048,17.9982,395.669934,11.338866,21.60972
0.120817917,0,2.889711,0,0.4449555,8.1480762,75.9924,3.52945296,1.9998,278.7048,17.9982,400.78962,4.209579,39.07926
0.081861813,0,2.889711,0,0.4449555,7.896636,36.89631,3.52945296,1.9998,278.7048,17.9982,397.386594,3.569643,44.22924
0.06859314,0,2.889711,0,0.4449555,7.4886768,62.49375,3.52945296,1.9998,278.7048,17.9982,400.78962,6.189381,33.52536
0.148645134,0,8.559144,0,0.519948,6.7929246,79.89201,2.80502244,4.9995,387.7632,20.89791,398.628648,9.419058,27.7695
0.114308568,0,8.559144,0,0.519948,6.8474538,71.29287,2.88408978,4.9995,387.7632,20.89791,399.456684,7.669233,26.7597
0.228737124,0,8.559144,0,0.519948,6.467769,85.39146,2.74130406,4.9995,387.7632,20.89791,71.49384,10.628937,18.78228
0.211588839,0,8.559144,0,0.519948,6.1971426,0,2.74130406,4.9995,387.7632,20.89791,398.335806,13.438656,19.48914
0.13958604,0,8.559144,0,0.519948,6.2274366,89.991,2.4447258,4.9995,387.7632,20.89791,396.538362,12.328767,20.29698
0.132606738,0,8.559144,0,0.519948,5.9083398,96.69033,2.12754762,4.9995,387.7632,20.89791,397.91169,16.468353,19.6911
0.17118288,0,8.559144,0,0.519948,5.8931928,91.89081,2.2326678,4.9995,387.7632,20.89791,399.547566,18.658134,19.6911
0.131156883,0,8.559144,0,0.519948,6.1870446,85.19148,2.14319952,4.9995,387.7632,20.89791,391.489362,14.088591,20.59992
0.128007198,0,8.559144,0,0.519948,6.5374452,97.09029,2.45674242,4.9995,387.7632,20.89791,399.113352,12.268773,19.99404
0.263603637,0,8.559144,0,0.519948,6.2900442,91.19088,2.57004198,4.9995,387.7632,20.89791,395.064054,15.548445,19.59012
0.107919207,0,8.559144,0,0.519948,6.255711,54.39456,2.80502244,4.9995,387.7632,20.89791,397.346202,12.9987,21.91266
0.100829916,0,10.008999,0,0.5469453,6.780807,81.59184,2.7037395,5.9994,436.2336,17.79822,399.466782,10.158984,23.02344
0.123277671,0,10.008999,0,0.5469453,5.9709474,92.89071,2.37646332,5.9994,436.2336,17.79822,398.82051,16.208379,18.98424
0.222097788,0,10.008999,0,0.5469453,6.1517016,95.39046,2.5729704,5.9994,436.2336,17.79822,400.78962,17.088291,18.88326
0.142295769,0,10.008999,0,0.5469453,6.3152892,84.19158,2.2786137,5.9994,436.2336,17.79822,392.549652,10.448955,18.6813
0,0,10.008999,0,0.5469453,5.9860944,88.19118,2.48723838,5.9994,436.2336,17.79822,348.290118,15.758424,18.47934
0.131566842,0,10.008999,0,0.5469453,6.2365248,72.49275,2.75685498,5.9994,436.2336,17.79822,397.15434,0,21.40776
0.150964902,0,10.008999,0,0.5469453,6.0800058,82.59174,2.77432452,5.9994,436.2336,17.79822,398.376198,10.29897,19.38816
0.130566942,0,10.008999,0,0.5469453,5.9295456,73.09269,2.5017795,5.9994,436.2336,17.79822,341.948574,15.368463,20.59992
0.144745524,0,10.008999,0,0.5469453,5.7871638,65.19348,2.78624016,5.9994,436.2336,17.79822,395.3367,13.608639,19.48914
0.068983101,0,25.647435,0,0.5809419,5.927526,69.69303,2.27982546,1.9998,189.8424,19.09809,392.96367,14.368563,22.2156
0.071642835,0,25.647435,0,0.5809419,6.0628392,84.09159,2.21893452,1.9998,189.8424,19.09809,381.371166,14.268573,20.49894
0.092980701,0,25.647435,0,0.5809419,6.0194178,92.89071,2.10735162,1.9998,189.8424,19.09809,381.795282,17.928207,20.7009
0.150364962,0,0,0,0.5809419,5.9133888,96.9903,1.96345512,1.9998,189.8424,19.09809,373.939038,25.407459,17.46954
0.098480151,0,25.647435,0,0.5809419,5.9366142,95.79042,2.02596174,1.9998,189.8424,19.09809,383.097924,17.578242,18.98424
0.169003098,0,25.647435,0,0.5809419,6.0446628,88.39116,2.01243042,1.9998,189.8424,19.09809,388.793196,14.808519,21.60972
0.387311265,0,25.647435,0,0.5809419,5.6680074,0,1.77442056,1.9998,189.8424,19.09809,362.811042,27.257274,15.85386
0.259124085,0,21.887811,0,0.6239376,5.7487914,95.9904,1.80582534,3.9996,441.2826,21.19788,395.952678,17.188281,16.35876
0.325397457,0,21.887811,0,0.6239376,6.4940238,98.79012,1.8302625,3.9996,441.2826,21.19788,400.78962,15.388461,18.1764
0.881161875,0,21.887811,0,0.6239376,5.6922426,94.69053,1.99930302,3.9996,441.2826,21.19788,400.78962,18.338166,14.44014
0.340025994,0,21.887811,0,0.6239376,6.5212884,98.89011,2.1392613,3.9996,441.2826,21.19788,398.911392,12.59874,19.38816
1.192820706,0,21.887811,0,0.6239376,6.3879948,97.69023,2.2932558,3.9996,441.2826,21.19788,400.78962,12.258774,19.79208
0.589990995,0,21.887811,0,0.6239376,6.4344456,97.89021,2.35020852,3.9996,441.2826,21.19788,389.540448,11.118888,23.2254
0.329787018,0,0,0,0.6239376,5.8790556,95.39046,2.49410502,3.9996,441.2826,21.19788,392.499162,15.028497,18.58032
0.976072383,0,21.887811,0,0.6239376,5.8134186,98.39016,2.3689908,3.9996,441.2826,21.19788,265.335048,17.308269,15.75288
0.557724222,0,21.887811,0,0.6239376,6.397083,98.19018,2.13138486,3.9996,441.2826,21.19788,398.537766,16.958304,18.27738
0.322607736,0,21.887811,0,0.6239376,6.0002316,93.49065,1.98617562,3.9996,441.2826,21.19788,381.95685,16.89831,17.57052
0.352294767,0,21.887811,0,0.6239376,6.5172492,98.39016,1.86792804,3.9996,441.2826,21.19788,397.941984,14.588541,17.26758
0.24977502,0,21.887811,0,0.6239376,5.9143986,0,1.68495228,3.9996,441.2826,21.19788,395.881992,21.317868,13.43034
0.544465548,0,21.887811,0,0.6239376,6.2112798,97.89021,1.68505326,3.9996,441.2826,21.19788,400.78962,18.458154,17.97444
0.29087091,0,21.887811,0,0.6239376,6.2345052,93.59064,1.62769662,3.9996,441.2826,21.19788,391.883184,24.157584,14.1372
1.628477136,0,21.887811,0,0.6239376,5.0681862,99.99,1.45350612,3.9996,441.2826,21.19788,400.78962,34.406559,14.54112
3.320717895,0,19.578042,1.0098,0.8709129,5.4559494,99.99,1.33455168,4.9995,406.9494,14.69853,400.78962,26.817318,13.53132
4.09699026,0,19.578042,0,0.8709129,5.5215864,99.99,1.42563564,4.9995,406.9494,14.69853,400.78962,26.417358,15.75288
2.779462026,0,19.578042,0,0.8709129,4.9510494,97.79022,1.35908982,4.9995,406.9494,14.69853,400.78962,29.287071,11.91564
2.379102066,0,19.578042,0,0.8709129,6.190074,99.99,1.43300718,4.9995,406.9494,14.69853,174.604518,27.79722,13.93524
2.154834495,0,19.578042,0,0.8709129,5.6831544,99.99,1.53146268,4.9995,406.9494,14.69853,170.928846,16.648335,15.75288
2.368383138,0,0,0,0.8709129,4.9742748,95.69043,1.47511584,4.9995,406.9494,14.69853,395.548758,29.527047,14.74308
2.330756901,0,0,0,0.8709129,5.2368228,93.79062,1.54459008,4.9995,406.9494,14.69853,360.488502,28.317168,17.97444
2.733696603,0,19.578042,0,0.8709129,5.6518506,94.89051,1.54065186,4.9995,406.9494,14.69853,355.29813,21.447855,15.55092
1.65643434,0,19.578042,0,0.8709129,6.1819956,0,1.6338564,4.9995,406.9494,14.69853,376.45344,14.09859,21.7107
1.496170368,0,19.578042,0,0.8709129,5.4569592,99.99,1.60719768,4.9995,406.9494,14.69853,344.94768,13.278672,19.79208
1.126467342,0,19.578042,0,0.8709129,5.0611176,87.9912,1.62597996,4.9995,406.9494,14.69853,346.644144,12.118788,15.44994
2.148965082,0,19.578042,0,0.8709129,5.7649482,98.49015,1.63910736,4.9995,406.9494,14.69853,264.51711,15.788421,19.59012
1.413708615,0,19.578042,1.0098,0.8709129,6.1890642,95.9904,1.76654412,4.9995,406.9494,14.69853,324.165996,15.118488,17.1666
3.534656499,0,19.578042,1.0098,0.8709129,6.2122896,0,1.7626059,4.9995,406.9494,14.69853,88.872498,15.018498,15.75288
2.446435332,0,19.578042,0,0.8709129,5.3236656,93.9906,1.75341672,4.9995,406.9494,14.69853,89.498574,16.138386,13.22838
1.223457642,0,19.578042,0,0.6049395,7.0110414,97.39026,1.89569754,4.9995,406.9494,14.69853,366.991614,4.589541,41.70474
1.342705716,0,19.578042,0,0.6049395,6.1254468,99.99,1.77452154,4.9995,406.9494,14.69853,357.358122,6.429357,24.53814
1.424877498,0,19.578042,0,0.8709129,6.573798,99.99,1.78320582,4.9995,406.9494,14.69853,367.880238,7.389261,23.52834
1.273332654,0,19.578042,1.0098,0.6049395,6.31125,92.59074,1.81602432,4.9995,406.9494,14.69853,342.241416,5.49945,27.2646
1.463213664,0,19.578042,0,0.6049395,7.5623922,90.79092,1.99021482,4.9995,406.9494,14.69853,378.099414,1.729827,50.49
1.833586623,0,19.578042,1.0098,0.6049395,7.8784596,98.19018,2.06069886,4.9995,406.9494,14.69853,393.428178,1.919808,50.49
1.518868098,0,19.578042,1.0098,0.6049395,8.457075,0,2.1831876,4.9995,406.9494,14.69853,392.25681,3.319668,50.49
2.242135764,0,19.578042,0,0.6049395,5.9113692,91.79082,2.4457356,4.9995,406.9494,14.69853,398.982078,11.638836,22.92246
2.9237076,0,19.578042,0,0.6049395,6.1607898,92.9907,2.30577732,4.9995,406.9494,14.69853,242.513568,9.809019,25.245
2.009988981,0,19.578042,0,0.6049395,8.0067042,96.19038,2.06594982,4.9995,406.9494,14.69853,372.91914,3.69963,50.49
1.800099972,0,19.578042,0,0.6049395,5.9345946,79.19208,2.44967382,4.9995,406.9494,14.69853,229.840578,12.138786,24.03324
2.30016996,0,19.578042,0,0.6049395,6.3809262,96.09039,2.12058,4.9995,406.9494,14.69853,300.001482,11.09889,24.03324
2.449285047,0,19.578042,0,0.6049395,6.4647396,95.19048,2.2846725,4.9995,406.9494,14.69853,333.274392,11.318868,22.51854
1.207299258,0,19.578042,0,0.6049395,5.932575,94.59054,2.44967382,4.9995,406.9494,14.69853,295.154442,14.428557,17.57052
2.31366861,0,19.578042,0,0.6049395,5.937624,97.29027,2.41210926,4.9995,406.9494,14.69853,351.541674,12.028797,19.28718
0.139126086,0,4.049595,0,0.509949,5.6266056,88.49115,2.62154178,4.9995,298.9008,16.59834,400.78962,14.688531,23.32638
0.091770822,0,0,0,0.509949,6.4788768,0,2.67223374,4.9995,298.9008,16.59834,399.3759,9.039096,23.83128
0.084461553,0,4.049595,0,0.509949,5.9164182,68.69313,2.72837862,4.9995,298.9008,16.59834,397.083654,9.639036,22.82148
0.066633336,0,4.049595,0,0.509949,6.6101508,33.09669,3.16299654,4.9995,298.9008,16.59834,394.791408,5.329467,29.68812
0.070212978,0,4.049595,0,0.509949,6.078996,47.19528,3.58973802,4.9995,298.9008,16.59834,397.083654,10.108989,23.42736
0.054244575,0,0,0,0.509949,6.376887,73.39266,3.3500115,4.9995,298.9008,16.59834,399.47688,6.289371,24.84108
0.066413358,0,4.049595,0,0.509949,6.927228,74.39256,2.94386994,4.9995,298.9008,16.59834,395.104446,6.919308,30.19302
0.05779422,0,2.459754,0,0.4879512,7.048404,58.39416,2.8567242,2.9997,194.8914,17.79822,400.78962,5.039496,37.56456
0.065873412,0,2.459754,0,0.4879512,7.841097,83.29167,2.7678618,2.9997,194.8914,17.79822,399.436488,7.559244,40.19004
0.068873112,0,2.459754,0,0.4879512,6.2042112,62.19378,2.62335942,2.9997,194.8914,17.79822,400.78962,9.449055,36.55476
0.091020897,0,2.459754,0,0.4879512,7.225119,92.19078,2.72706588,2.9997,194.8914,17.79822,397.982376,4.819518,38.27142
0,0,2.459754,0,0.4879512,6.6273174,95.59044,2.8749006,2.9997,194.8914,17.79822,400.78962,5.679432,32.8185
0.083071692,0,2.459754,0,0.4879512,5.6589192,89.79102,3.01718142,2.9997,194.8914,17.79822,394.8318,13.978602,26.65872
0.060463953,0,2.459754,0,0.4879512,6.2132994,68.79312,3.31184106,2.9997,194.8914,17.79822,390.903678,13.148685,29.89008
0.056014398,0,2.459754,0,0.4879512,7.9077438,53.59464,3.23055216,2.9997,194.8914,17.79822,396.477774,4.449555,50.49
0.078742125,45.441,3.439656,0,0.4369563,6.8484636,41.09589,3.82572828,4.9995,401.9004,15.19848,397.729926,6.679332,32.3136
0.125777421,45.441,3.439656,0,0.4369563,6.6202488,29.09709,4.61145366,4.9995,401.9004,15.19848,386.591832,4.559544,30.09204
0.08369163,45.441,3.439656,0,0.4369563,7.255413,38.89611,4.61145366,4.9995,401.9004,15.19848,400.78962,5.389461,35.24202
0.090670932,45.441,3.439656,0,0.4369563,7.0191198,21.49785,6.54330204,4.9995,401.9004,15.19848,381.381264,5.09949,37.3626
0,45.441,3.439656,0,0.4369563,6.8050422,30.79692,6.54330204,4.9995,401.9004,15.19848,393.529158,4.689531,30.7989
0,45.441,3.439656,0,0.4369563,7.2483444,26.29737,6.54330204,4.9995,401.9004,15.19848,394.316802,2.869713,36.75672
0.021867813,60.588,2.929707,0,0.4009599,6.86664,0,6.28055208,0.9999,267.597,15.59844,397.225026,5.029497,31.40478
0.014388561,60.588,2.929707,0,0.4009599,6.6687192,18.79812,6.28055208,0.9999,267.597,15.59844,380.39166,4.379562,29.38518
0.013808619,80.784,0.459954,0,0.4219578,7.952175,31.9968,5.70375432,3.9996,257.499,14.39856,398.093454,2.969703,50.49
0,80.784,1.519848,0,0.4039596,7.3584126,34.09659,7.3806282,1.9998,332.2242,12.59874,400.78962,4.079592,33.62634
0.046655334,80.784,1.519848,0,0.4039596,7.1766486,36.59634,7.3806282,1.9998,332.2242,12.59874,357.782238,8.609139,30.59694
0.037676232,80.784,1.519848,0,0.4039596,7.3452852,38.29617,7.3806282,1.9998,332.2242,12.59874,396.04356,6.619338,34.93908
0.03149685,95.931,1.469853,0,0.4029597,7.043355,15.29847,7.72840332,2.9997,405.9396,16.9983,400.78962,4.559544,35.24202
0.017778222,95.931,1.469853,0,0.4029597,7.204923,13.89861,7.72840332,2.9997,405.9396,16.9983,388.06614,4.449555,33.22242
0.034446555,83.3085,2.029797,0,0.4149585,6.2223876,38.39616,6.331446,1.9998,351.4104,14.69853,397.628946,7.429257,24.33618
0.021767823,83.3085,2.029797,0,0.4149585,7.684578,15.69843,6.331446,1.9998,351.4104,14.69853,399.254724,3.109689,42.71454
0.03509649,95.931,2.679732,0,0.41605839,7.9299594,33.19668,5.1681564,3.9996,226.1952,14.69853,396.629244,3.809619,48.9753
0.020087991,95.931,2.679732,0,0.41605839,8.1127332,31.89681,5.1681564,3.9996,226.1952,14.69853,394.37739,2.879712,50.49
0.136406358,0,10.588941,0,0.4889511,5.9487318,22.29777,3.98406492,3.9996,279.7146,18.59814,400.78962,10.868913,22.82148
0.229667031,0,10.588941,0,0.4889511,6.3879948,52.49475,4.39757802,3.9996,279.7146,18.59814,398.739726,10.968903,24.63912
0.251964801,0,10.588941,0,0.4889511,5.8396734,72.69273,4.39757802,3.9996,279.7146,18.59814,393.246414,0,22.7205
0.135856413,0,10.588941,1.0098,0.4889511,6.1234272,59.09409,4.28074416,3.9996,279.7146,18.59814,385.056936,14.658534,24.63912
0.435666429,0,10.588941,1.0098,0.4889511,5.3963712,99.99,3.912975,3.9996,279.7146,18.59814,400.78962,23.087691,20.196
0.174442554,0,10.588941,1.0098,0.4889511,6.018408,92.09079,3.91509558,3.9996,279.7146,18.59814,397.10385,17.268273,21.91266
0.375742422,0,10.588941,1.0098,0.4889511,5.4569592,88.59114,3.700917,3.9996,279.7146,18.59814,399.113352,23.977602,19.48914
0.217168281,0,10.588941,1.0098,0.4889511,5.8639086,53.79462,3.68839548,3.9996,279.7146,18.59814,394.771212,16.028397,22.61952
0.140505948,0,10.588941,0,0.4889511,6.437475,32.29677,3.98406492,3.9996,279.7146,18.59814,389.590938,9.379062,28.37538
0.289521045,0,10.588941,0,0.4889511,5.4650376,9.79902,3.6226575,3.9996,279.7146,18.59814,352.349514,29.547045,23.93226
0.198000198,0,10.588941,0,0.4889511,6.2425836,0,3.98406492,3.9996,279.7146,18.59814,397.487574,9.469053,25.245
0.04559544,0,13.888611,1.0098,0.549945,5.9457024,55.9944,3.14259858,4.9995,278.7048,16.39836,396.64944,13.508649,23.52834
0.070122987,0,13.888611,0,0.549945,6.7070916,85.09149,3.45462678,4.9995,278.7048,16.39836,396.629244,9.689031,28.98126
0.110678931,0,13.888611,1.0098,0.549945,6.0093198,93.79062,2.91761514,4.9995,278.7048,16.39836,400.78962,17.918208,21.7107
0.114238575,0,0,1.0098,0.549945,6.4354554,92.39076,3.39626034,4.9995,278.7048,16.39836,397.598652,10.49895,23.2254
0.358054191,0,6.19938,1.0098,0.5069493,7.0191198,88.49115,2.88974466,7.9992,310.0086,17.39826,395.53866,9.709029,26.96166
0.407669229,0,6.19938,1.0098,0.5069493,6.2244072,91.29087,3.0778704,7.9992,310.0086,17.39826,399.113352,21.457854,21.91266
